LMK_KEY,IMPROVEMENT_ITEM,IMPROVEMENT_SUMMARY_TEXT,IMPROVEMENT_DESCR_TEXT,IMPROVEMENT_ID,IMPROVEMENT_ID_TEXT,INDICATIVE_COST
ad63b4eb39c6783ba5f2206c08af9801c8550b0acca9592bcec7b22e250dd7d1,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
ad63b4eb39c6783ba5f2206c08af9801c8550b0acca9592bcec7b22e250dd7d1,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
eceb7fe2210d451cc82350ee608fd350767d4f9c09e9b30e18e8f788d11a0731,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
ed07700ec58ab6a58bd528a77ee0e444bbf2cc22bee91fa5b0a5d2c6ac027a09,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
ed07700ec58ab6a58bd528a77ee0e444bbf2cc22bee91fa5b0a5d2c6ac027a09,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
576ff88f436efe4e5e8b2dc9fc3a2dab3cf3d3c181867524d8d82ae4a5c56822,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
6bcfbe7d2ad7884c461262f8c8260edb275c5b6d9fc3e7227b5e96726fb3b8a9,1,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
6ca9f183d90f1225f731d015b8e994f8f9966dd95c14136c9496de2e0803528f,1,High heat retention storage heaters,High heat retention storage heaters,62,,"£800 - £1,200"
89528d7a48c2bbc89c03f2fb18349499b24dede05c22364c2d4a1d0f710c379b,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
89528d7a48c2bbc89c03f2fb18349499b24dede05c22364c2d4a1d0f710c379b,2,Replace boiler with new condensing boiler,Condensing boiler,20,,"£2,200 - £3,000"
bde0cfaeb34bdee9220669b3e0690c4d65f72d1a5372ca640dff95724a617dac,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
bde0cfaeb34bdee9220669b3e0690c4d65f72d1a5372ca640dff95724a617dac,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
bde0cfaeb34bdee9220669b3e0690c4d65f72d1a5372ca640dff95724a617dac,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
efaaaa30c12a86bc63f4a7fcc725ffd35e50440377de87063f6ff1dac423cb06,1,Party wall insulation,Party wall insulation,63,,£300 - £600
efaaaa30c12a86bc63f4a7fcc725ffd35e50440377de87063f6ff1dac423cb06,2,High heat retention storage heaters,High heat retention storage heaters,60,,"£800 - £1,200"
1c432acbdabcfe9f5684bc2ee320f27052617eea30db91b134bc14375709c2d9,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
49186fb47802a46331f7e160eabc6b71033f0c7fa81895ce0653481d1b02b594,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
a837bdfa0cba9eb4114e3fdd6f1cc672957cddb0240b5825f64826288d62b729,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
a837bdfa0cba9eb4114e3fdd6f1cc672957cddb0240b5825f64826288d62b729,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
bc2f58e30444470e6176eeadb2a6821763c71972c193dedce211e0cc1b78b800,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
bc2f58e30444470e6176eeadb2a6821763c71972c193dedce211e0cc1b78b800,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
c124e332b7b78cdac845c1081bc89ee9b04c46407c8717851b030ed1cfcf1f81,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
7cdd5df81b9f7060d1c8cf4a376f4f3994a4b1f20d6526f3665cc5add6a200fc,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
7cdd5df81b9f7060d1c8cf4a376f4f3994a4b1f20d6526f3665cc5add6a200fc,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
85f66acc603469c001fd9b3158586bb60d3d8bdbadb72f2eb0f57d79abc3aba5,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
004a26766a8d51cd8103cccb4a30824cf5d8b0e8054358e4b04cdcac7c454dc6,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
c549ea0e6cc3ccfd202f5a18696d6177a04d9a6d2e9de4c66b318e9eddcca930,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
9239410aefbd46b50dc0768356bee4b48ce1522a86fb7fec19b299f6c5ab52ba,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
9239410aefbd46b50dc0768356bee4b48ce1522a86fb7fec19b299f6c5ab52ba,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
aff3b924f5484925c0e876815fea3aeccc640ace6a14af964dbe5359a98cf935,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
aff3b924f5484925c0e876815fea3aeccc640ace6a14af964dbe5359a98cf935,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
b14a8e577ad0f381d50db6bfd2a18f24fd47eef996071e1a2313910e9d81022c,1,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
b14a8e577ad0f381d50db6bfd2a18f24fd47eef996071e1a2313910e9d81022c,2,High heat retention storage heaters,High heat retention storage heaters,60,,"£800 - £1,200"
3d18db5002194a396d2bb5907651849ea808a7fd24dcce22d202be05961d4fe6,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
fc2dba12fb41db62e8cda70565eda610554a9b7113c3c839b6d1505834e1ee61,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
11b16465ed0c31d026d0f89792cf1f662aa233dcf2a88bda15ff1854ed5ad335,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
11b16465ed0c31d026d0f89792cf1f662aa233dcf2a88bda15ff1854ed5ad335,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
11b16465ed0c31d026d0f89792cf1f662aa233dcf2a88bda15ff1854ed5ad335,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
8ac104375eede8cd0ae2810c5245dc8d5768037ae6ef510694e98abdbc5ced0b,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
8ac104375eede8cd0ae2810c5245dc8d5768037ae6ef510694e98abdbc5ced0b,2,Low energy lighting for all fixed outlets,Low energy lighting,35,,£10
34ec4d8397b4919cef6df1a84be09fc8abea47b4322e5bc98dcf524ab7885794,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
34ec4d8397b4919cef6df1a84be09fc8abea47b4322e5bc98dcf524ab7885794,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
5ab12ec382962b46576733a10b8c3dec0bc264ab7bf846b3e0c941446af1acc8,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
5ab12ec382962b46576733a10b8c3dec0bc264ab7bf846b3e0c941446af1acc8,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
5ab12ec382962b46576733a10b8c3dec0bc264ab7bf846b3e0c941446af1acc8,3,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
fdceda90ff72a33c28997ff7c6b45e012c980549d4a006093a18d7f47ebcbb44,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
4043db1b710d489c67cb0e876838d67d3a8e84037bef823fe3a31d7e786aab14,1,High heat retention storage heaters and dual immersion cylinder,High heat retention storage heaters,61,,"£1,200 - £1,800"
44f96928971983f0cf906ea4484f4d9785e7925a140d382828ee8ff42b5f3689,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
a412ba688fd6051d92c20e7ad037f2dda5caf5dd8f0b0d052844fb9fb7df8e74,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
a412ba688fd6051d92c20e7ad037f2dda5caf5dd8f0b0d052844fb9fb7df8e74,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
d403a8860d1ebbf0e05bd1cfbbbcad3f5f424e97f8f82350fbbb74e948d08c05,1,High heat retention storage heaters,High heat retention storage heaters,60,,"£800 - £1,200"
d403a8860d1ebbf0e05bd1cfbbbcad3f5f424e97f8f82350fbbb74e948d08c05,2,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49,,£585 - £725
829321e25976230d6f82459d9ebcb9086d438963e188393e5451fd1e76bd838d,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
829321e25976230d6f82459d9ebcb9086d438963e188393e5451fd1e76bd838d,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
be142bcf329be5c32fcfa8b17e007c4ea95ef7bddeb213bf65b9898f4ed6ed64,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
be142bcf329be5c32fcfa8b17e007c4ea95ef7bddeb213bf65b9898f4ed6ed64,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
45839abafebb86138eb51fb983a88996868d6788e7443bc8498a8b9077ef6677,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
45839abafebb86138eb51fb983a88996868d6788e7443bc8498a8b9077ef6677,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
4f06ad42a29c2919718b68dd5b2a4924d44779d5901007fb2f2e8550cbe18437,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
4f06ad42a29c2919718b68dd5b2a4924d44779d5901007fb2f2e8550cbe18437,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
ba72e7ce06fa9ee1e3bcc97cc89902cc7ca489b490b03b5e048758a1136fa710,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
ba72e7ce06fa9ee1e3bcc97cc89902cc7ca489b490b03b5e048758a1136fa710,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
ba72e7ce06fa9ee1e3bcc97cc89902cc7ca489b490b03b5e048758a1136fa710,3,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
48e09f7aa3b4552979d1c6478daab1d3eecde3281441ed5a01b8d68b837b0673,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
48e09f7aa3b4552979d1c6478daab1d3eecde3281441ed5a01b8d68b837b0673,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
48e09f7aa3b4552979d1c6478daab1d3eecde3281441ed5a01b8d68b837b0673,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
2edb88c192bd4afc37a3b1764bf7cd5a729b325ec43781f7aa7f8cea5f05f12d,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
2edb88c192bd4afc37a3b1764bf7cd5a729b325ec43781f7aa7f8cea5f05f12d,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
57de642dcfefce043a6bf19fefed1c56e36d3ec9b0e24bc5ab8f0f0b166c0080,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
7195b0d8a11a9549234c9b33b4d8920d3f2280d3d1f19310ca16784374a07ade,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£20
7195b0d8a11a9549234c9b33b4d8920d3f2280d3d1f19310ca16784374a07ade,2,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49,,£585 - £725
aa1d7a1f80f8ec0ae6b329ee31122df48431f78052125e0b9228bd84b2b6ac9e,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
aa1d7a1f80f8ec0ae6b329ee31122df48431f78052125e0b9228bd84b2b6ac9e,2,Floor insulation (solid floor),Floor insulation (solid floor),58,,"£4,000 - £6,000"
2855e4872bc97e653a4d42c58ccec92c8ab369f83c0586ddba76420e000d825e,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
9107dde0d17d97c7de17ffa2d0fbf3c331672761008cbeb838c9b764a13cd2b9,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
489d806582107cef04c0fc5a1a13fb4cf5d25fea900e7c72867e53115e288667,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
489d806582107cef04c0fc5a1a13fb4cf5d25fea900e7c72867e53115e288667,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
489d806582107cef04c0fc5a1a13fb4cf5d25fea900e7c72867e53115e288667,3,Draught proofing,Draught proofing,10,,£80 - £120
489d806582107cef04c0fc5a1a13fb4cf5d25fea900e7c72867e53115e288667,4,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
5b06eb482203a1e5239689e92b4c54e1597d8762d5b3dd4f7c73349a0cc17369,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£50
651c1782366b41d5aa39039ee1d46cfeb57aa2ff44ad2d9c3bf186d7eb9d1219,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
cd29971f1815421020717ceba62dd9bfcf7aea36acf3a062f38d42dbf7296e99,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
f5f17f7a741ac152cc988beffacb93eced0630eeebda55e0df55e16f0889cbef,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
f5f17f7a741ac152cc988beffacb93eced0630eeebda55e0df55e16f0889cbef,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
57a12952a3b4a0aa9a6daa5948cd6d19aeda521e4cb0707f48dd7304ffd770c4,1,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12,,£350 - £450
94a73a7469b7aecbaef5fb92e0a2c56c55c15acc9034a57c55015cc507ac8367,1,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12,,£350 - £450
95703ca0f5cbd9067a682c77b1b6bb9d27b17db4593d787d08928ccf9309c43d,1,Heating controls (room thermostat and TRVs),Heating controls (room thermostat and TRVs),12,,£350 - £450
ac94885da00ba53499f93c58d73d1e301ab4e0064831091e9780955a162919b9,1,Cavity wall insulation,Cavity wall insulation,6,,"£500 - £1,500"
ac94885da00ba53499f93c58d73d1e301ab4e0064831091e9780955a162919b9,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
b633f9b758cc2c70e3d2a204cb60cc02b1fcf5ae20abc2812a646d377371a205,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
9d6f1b67c067e99f33320621b7b86825c5c69cc67e952ad12fe6bc57169b4740,1,Heat recovery system for mixer showers,Heat recovery system for mixer showers,49,,£585 - £725
d613439bc4277bdc04e6588a757195606ed80a4bd35773bd219c45197aa1e5e3,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
d613439bc4277bdc04e6588a757195606ed80a4bd35773bd219c45197aa1e5e3,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
b8715471403b7d59b5ccf2cccf46dd4c6e19602f2446b2e516efb99a8adaa04d,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
b8715471403b7d59b5ccf2cccf46dd4c6e19602f2446b2e516efb99a8adaa04d,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
b8715471403b7d59b5ccf2cccf46dd4c6e19602f2446b2e516efb99a8adaa04d,3,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
18f88106be662fb753530f16f63d1a14c6f8c7bb7c41e57665565adf6ddcef38,1,Add additional 80 mm jacket to hot water cylinder,Add additional 80 mm jacket to hot water cylinder,3,,£15 - £30
85fe06c37650720be10f696e0ed1fec174297402099d42a6388e4872df7e05c5,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
baee91854e2f22dcc3c57a4f0a17071c69b0e399d424869bc35a4e2e37b45981,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
450fed6fd25c977c357398629a5277fc905e242cedba894b92031959811230a7,1,Insulate hot water cylinder with 80 mm jacket,Insulate hot water cylinder with 80 mm jacket,1,,£15 - £30
e4df8d7525336a23002ba4cb6e8daf36b99de4d3481494d8f768518bf315a9f7,1,Heating controls (room thermostat),Heating controls (room thermostat),14,,£350 - £450
149ff6d3591281368acba7d3e055d5ae50256b54dab825d0b17749892659dd45,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
fd2ebd258471eb2b09b738823774c74aa97dc922aca6110f692ded3465a701a3,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
c92afe3bc60b711317d7d55539c446124b3e1677903610f6108dbe828e632a5d,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
902656c6e2b3cfac017e8b24ead9323659ec090a0c0e35ac889bf3cfdcc5343d,1,Low energy lighting for all fixed outlets,Low energy lighting,35,,£50
902656c6e2b3cfac017e8b24ead9323659ec090a0c0e35ac889bf3cfdcc5343d,2,High heat retention storage heaters,High heat retention storage heaters,62,,"£800 - £1,200"
b1a8db7d9433d603880d0034ac14d4e53a3a7aa30dfe94ecba185b7033820855,1,Flat roof or sloping ceiling insulation,Flat roof or sloping ceiling insulation,45,,"£850 - £1,500"
b1a8db7d9433d603880d0034ac14d4e53a3a7aa30dfe94ecba185b7033820855,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
b1a8db7d9433d603880d0034ac14d4e53a3a7aa30dfe94ecba185b7033820855,3,Low energy lighting for all fixed outlets,Low energy lighting,35,,£35
cb1b16f74aaf37c321ca78a0864ed348dbb166929aa22eed7c1e0ede41e2504a,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
53de19cf199576478cca17613b5d4a5e14f96ddca8d6a7b5ae17cbad5b1088b6,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
53de19cf199576478cca17613b5d4a5e14f96ddca8d6a7b5ae17cbad5b1088b6,2,Floor insulation (suspended floor),Floor insulation (suspended floor),57,,"£800 - £1,200"
1fec0b6bea1ffad9103ead3678c5111297fe98362d522db7deb7c9a5661a2fa7,1,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
1fec0b6bea1ffad9103ead3678c5111297fe98362d522db7deb7c9a5661a2fa7,2,Replace single glazed windows with low-E double glazed windows,Double glazed windows,8,,"£3,300 - £6,500"
f7390be69445c5c75b447d75b8c4b0cc37fa04f6e1eb1ca5c82d735b4814c276,1,Increase loft insulation to 270 mm,Increase loft insulation to 270 mm,5,,£100 - £350
f7390be69445c5c75b447d75b8c4b0cc37fa04f6e1eb1ca5c82d735b4814c276,2,Internal or external wall insulation,Internal or external wall insulation,7,,"£4,000 - £14,000"
